text,class
" exactly what i wanted at a great price ",positive
" these have quickly become my favorite pair of earrings. they look substantial when worn but they are lightweight and comfortable. they go well with either silver or white gold necklaces. they are shiny and have a classic appearance. plus the snap bar locks them securely in place. buy them and you won't be sorry! they also make a great gift item ",positive
" i didn't expect the earrings to be so beautiful and they're really easy to wea ",positive
" silver insanity continues to produce gorgeous items of celtic jewellery. the drop hook earrings come with nice size faceted oval synthetic amethyst stones. very light weight. looks like you would pay 4-5 times the price. silver insanity just delivers time after time ",positive
" quality of leather looks nice. i can see what the other writer meant about the clasp coming off. it's metal squeazed to leather and that's what i expected. you just have to keep an eye on it and don't sleep or shower in it. it looks nice ",positive
" these are so beautiful. picture does not do them justice. gorgeous celtic knot design ",positive
" these earrings are very good quality sent to me quickly and in a jewelry bag. a very nice gift ",positive
" i was getting worried if it would arrive before my girlfriend went home for the holidays. then as promised it arrived today last day in the estimated delivery window. hey its christmas i understand shipping sucks this time of year but i still would have been angry if it was late. ok item itself looks great i love the chain that came with it. the box looks a little to cheesy on the outside to be romantic but the wrapping was high class enough to make up for the box. im sure my girlfriend will love this it will go great with her tattoo ",positive
" this necklace is well made very lovely. i am very pleased with the quality ",positive
" this is a great watch for a woman! i can't see it fitting a man and the watch face is too small for a man. i ordered it for my sister who has a large wrist and it is perfect for her ",positive
" my watch band was wider than the tool allowed so i used a milling machine to let it accept 1/8 more. ad should have stated how wide a band would work in this device. otherwise worked well ",positive
" tool works pretty well. product slightly different than picture not quite as good of quality as pictured. worked on several brands of watch bands. seller was prompt ",positive
" good product for a good price. this is an item u can't do without. would buy from vendor again ",positive
" i got it since two month ago and it looks cool. i like it. ",positive
" it is good and nice design. but it is little bit heavy. ",positive
" my husband had seen this watch advertised in a magazine and fell in love with it and had to have it. i searched at tommy stores large department stores and was not able to find it anywhere except amazon.com. the watch arrived as promised and my husband loves the watch. ",positive
" i need this bracelet for someone heading for the military... she would love it very much ",positive
" this quote became my all-time favorite the first time i read it. i was so delighted to find it on a piece of jewelry! i had it on my &quot;wish-list&quot; for over a year -- this year my husband finally took the hint and bought it for me! it's a beautiful piece is very comfortable and is made of quality silver. i highly recommend it for anyone who finds herself needing a boost of self-reliance throughout the day ",positive
" i have a disabled child and i got this as a gift from my husband and children. i look at it and i feel so greatful for the family i have. ",positive
" i have been suffering from depression since i was 15 years old. my mother bought this bracelet for me at the age of 21 as a surprise (after some hinting; i was patiently waiting to buy it on my own!) i must say it is one of the most beautiful and meaningful gifts anyone has ever given to me. i don't believe i have taken it off for a single day in the several months i've owned it; it fits perfectly matches everything and its beautiful message keeps me more centered and hopeful. it also keeps me feeling close to my mother while i'm away at college. she doesn't know it yet but i hope to buy her the same bracelet for christmas. it's a simply amazing gift for yourself or someone else ",positive
" these were slightly smaller than i had hoped but they're pretty and they do the job ",positive
" excellent quality - the post is smooth and does not abrade the ear as some inexpensive earrings do. the ball is smooth and shiny with no ripples pits or other defects. i am very happy with this purchase ",positive
" the item has arrived in perfect timing. the earrings are good quality but not the best one ",positive
" i purchased these at $16 in december 2006; they are currently running for $15 which is so worth it for 14k white gold earrings. at this price you should be thinking about next year's christmas presents. otherwise if you are looking for a treat for yourself you will not be disappointed. the reason they lose a star with me is that for the 7mm size the earring backs should be larger; they are on the small side ",positive
" gave these to my wife as part of a birthday gidt and she loves them. she says they feel more comfortable than most stud-type and they look great ",positive
" these earrings are great. they are the perfect size. i would recommend these to anyone who likes a classic look. ",positive
" these earrings were a great value for the price! they're small and delicate enough to wear out but also look very polished for work. i would recommend them to any and everyone ",positive
" this is a great looking watch and i like that it is lightweight. i took it to the jeweler to have a few links removed. it's just techie enough for a geek like me (updates via satellite days of the week in several languages etc). enjoy. ",positive
" i was a little apprehensive about these waveceptor watches after reading reviews for them. common complaints included scratches on the face atomic synching problems and difficulty setting up the watch for the first time. i received my watch and it was in perfect condition no scratches light or otherwise. it is light but the construction feels solid. i was wondering what the initial setup was going to be like since others had claimed it had taken hours(!!!). it literally took me 15 seconds. it involves holding a button down for 5 seconds and pressing the other button a few times. once it was set up the watch immediately synched itself to my local time with no problems at all (i live in central florida.) i've only owned the watch for a day now and i must say i'm impressed with it so far. i haven't experienced any troubles mentioned in the other reviews and i'm very satisfied with my purchase. also i chose the super saver shipping amazon told me it'd take 3 weeks to get it to me. i received it in 4 days ",positive
" this watch is a high quality item for low money. you might think at first the color of the face is a little loud but you grow to like it and as most of you know if you have to grow to like something you like it for a longer time than something that just grabs you quickly. it keeps perfect time at all times as it is updated with a signal from fort collins colorado every night. i would definately reccommend this item/brand for anyone looking for a watch ",positive
" this is a great watch for my husband mike. he has wanted a watch that he didn't have to worry about changing the time on all the time. he travels often in his work. i also has a nice lighted face which is easy for him to read. getting older posses some vision problems so being able to read the time on your watch is a wonderful advantage. he also likes that it is on atomic time and energy ",positive
" in locker rooms and office corridors across this nations a battle rages for the souls of men. perhaps only the fratricidal dispute between boxers and briefs has more violently bloodied the masculine nose of our generation than this battle. yet the jury remains out: wallet or money clip what'll it be? lives and careers are savaged by a choice of one over the other yet the passion that drives guys in the direction of the traditonal leather wallet or - alternatively - to the minimalist money clip continues unabated. the titanium money clip scores a victory for the latter. small lightweight attractive it cleans a hip pocket out straightens the hang of the trouser and facilitates the quick snatch of a bill when the wallet guys are still sorting through receipt they carelessly shoved in with their banknotes. the only complaint regarding this product is that it requires five or six bills minimum before it has a sufficient wad to clasp firmly. other than that ... well ... i can't even remember where i tossed my wallet ",positive
" product matches expectations; no problems. some other customers complained about how lightweight it is. to me it seems like what you should expect from titanium (after all that's why they use it to make aircraft). the predictions of it getting sprung (losing its spring tension) were more of a legitimate concern to me but i've had it for a month or two and it seems fine. it seems no more likely to do that than any other money clip which is to say maybe it eventually will or maybe it won't them's the risks of life. go for it ",positive
" i purchased these earrings for my infant daughter. since most earrings are too large in my opinion for a 3 month old's ears this was the perfect solution. as my daughter likes to lie on me when taking a short nap the first earrings she had poked into me and it was uncomfortable for me. these are small enough not to bother me. the prongs do cover a bit more of the diamond than is shown in the pictures but they are still very cute. i also like the backs as they screw on to the posts and are nice and safe for baby's head ",positive
" i needed something to express how i felt in a way that few words would say exactly that and the yin yang necklace did it for me. ",positive
" i purchased this item as a present for my friend and i. the piece is beautiful and is a great gift for anyone. i myself have the yin half of the duo. the only problem is that the black paint in the yin half is easily washed away. now i don't mean that it all washes away but it does erode. the yin looks a lot better with a little silver shining through the paint however but i do worry about all of the paint eventually going away. other than that minor defect the necklaces are wonderfull. i'll definately be buying from this seller again ",positive
" it's a beautiful necklace and it was worth the cost. it's not filmsy or cheap it's durable and great ",positive
" the necklace arrived quickly especially considering that it came from thailand. good quality for a good price. thanks for good service. will be buying jewelry from this seller again ",positive
" this is a very pretty omega that goes well with many different pendants and looks great all by itself ",positive
" this was an inexpensive ring for a great price. it was a good buy for a hs niece who loves her celtic heritage and the color blue ",positive
" it was just what i wanted - i wear this ring on my pinky finger and it looks perfect. color clarity and triquetra pattern are striking ",positive
" i didn't realize how picky my taste is with rings until i scoured amazon for hours looking for something that would interest me. this ring is one of the few i found and i am far from a fan of having stones in my rings. it has a nice low profile. i've yet to have it catch on anything. i'm also not a fan of open knot work on rings but this again managed to sidestep that distaste. the stone has no backing so it gets an interesting red tinge in the middle tinted by my finger ",positive
" i read the reviews of the other buyers while i was purchasing ing this ring. the first review makes it sound mediocre while the other made it sound perfect. i promised myself i'd write a true review of the ring once i recieved my own. the stone is neither large nor gawdy. the silver pattern is slighty thick for my tastes however not noticably thick. the stone is not high nor fake looking. the picture gives an acurate display of the product. all in all it's a beautiful ring and a lovely buy for the price asked. ",positive
" i was concerned the stone would stick up too high on my finger instead it's the perfect height. i was concerned about ordering off the internet but i'm very pleased with the speed of service and the quality of the topaz is very good ",positive
" i'm quite happy with these and writing to say so because other users' comments were very helpful to me--especially the person who said that the earrings were substantial: i.e. though diminutive they have bulk so are visible with nice warm glow ",positive
" i bought these earrings for my 10-year old grandaughter for christmas. i think she has worn them everyday since - she loves them. they are not large hoops; if fact they are a bit small -- but perfect for her. for an adult i think a little bit larger size would be better. all in all i was very pleased with the earrings; the quality is very good. ",positive
" when i first ordered these i wasnt expecting anything of high quality since their price was so low. it was more of a side gift for my girlfriend. but upon recieving i was taken back at how nice they really look. you cant pass these up for the price. shipping was very fast too. ",positive
" this cute little watch comes with a real eye patch. my son loved it because he also wears an eye patch for his crossed eye ",positive
" this was a stocking stuffer for christmas. my grandson loved it and it is performing well ",positive
" this is so cute and if you are a pig collector you need to add him to your collection. the blue eyes and rhinestone ears are what make it. nice pink color not too bright or too dull and so small it's cute. the little compartment can fit a few rings or earrings in it. very very nice ",positive
" don't let the price of this cat necklace make you think it is tiny and almost invisible!! it is a very good size and the carving is great! it was so inexpensive that i bought two of them. i'm thinking i might give one to my fellow cat lover friend! great item with a great price! ",positive
" i bought this item for my grandaughter whose birthday is in august. i think she will like it a lot. i know i did ",positive
" i was impressed with the quality and detail of the ring. the person i bought it for loves it and as a jeweler herself that says alot. i was afraid of the metals when i bought it but she has had no problems. overall the ring is a gorgeous imitation of history and i would highly recommend it and the company i bought it from ",positive
" it is what he wanted and you provided it for him thanks i made points as a good grandmother ",positive
" this is a very grown up looking watch and my son who is seven loved it but it bothered him that it didn't fit very well. the velcro part didn't go very far so it was too big and we ended up putting this one away for maybe next year and buying another timex that was easier to adjust which worked pretty well by the way. ",positive
" we bought this watch for my 8-year old-- who loves it. we deliberately wanted him to develop his time-telling skills (i.e. no digital watches please!) and have a cool watch too. the velcro strap the second hand water-resistant qualities (i can wear it in the shower mom!) and the indiglo face (very cool in movie theaters) made this a great buy. ",positive
" very well satisfied . it's great for a kid to learn to tell timeand the design with velcro strap makes it very adjustable ",positive
" i bought this as a holiday gift - they're a nice size clear stones with good purple color. i'm very pleased with my purchase particularly considering the price. if i were to change one thing i'd have preferred larger backs and a sturdier post ",positive
" my friend loved the watch and helped to bring her out of a bad mood ",positive
" the watch is very colorful. it is even safe to wear in the shower. however the watch cannot be read in the dark and the hands are even hard to see in daylight. it takes an extra few seconds to figure out wear the hands are. but adults who can't get enough of harry should consider this watch ",positive
" it's a good value for money -- too rough on the edges ",positive
" i have no problem with the watch. i actually bought it for my son in law. he seems happy with it. it updates the time and date almost every night he says. even though it keeps very good time without an up date. ",positive
" my husband likes watches and is a bit of a geek so this was the perfect christmas gift for him. i was a little bit apprehensive when i recieved it but it works just like it should. it is not apparent from the discription but this watch does have the date feature. i couldn't have gotten him a better gift for the price he wears it every day ",positive
" i bought this watch two months back and am using it as a casual watch. but it would go with a formal dress even. works as promised; i have tried synching this watch in two countries three signalling stations and several time zones and it works perfectly well. to quote the cons it is a bit chunky but that's ok since i'm using it as a casual watch. the back of the watch is plastic which makes it look cheap but don't know if there is any specific reason for that. also it would've gratified my every needs had there been an 'indiglo' or 'nightglo' feature. in complete darkness the irradiating hands look fine but if it is half light then i have to spend a second or two searching for the hands. these are minor things and i am a perfectionist so here i stamp 4 stars on it. ",positive
" works like advertised. syncs well with atomic time from colorado (i am in california). looks nice. ",positive
" i bought this as a gift for my husband. he loves it it works great looks great and the price was awesome! the bragging points of this watch are that the face is large the numbers are easily readable it keeps great time because it is atomic and the hands and numbers glow in the dark for nighttime viewing. the model we bought had a metal-link silver band and i wish i could have bought the plastic/leather band but it was not available at the time. the silver band looks great and my husband liked it but for work he has to have a non-metal band. we replaced the band with a plastic/rubber one and the watch is still looking great and my husband can use it for work or dressy situations! i can't believe the great price we got this watch for. it is really a perfect watch for men. ",positive
" (...) the watch has a nice weight beautiful face and is generously sized. i need to have several links removed before i can wear it. it comes nicely packaged although at first i didn't think that instructions and warranty paperwork were included. they were hidden inside the top of the watch box. it was difficult at first to pull out the pin in order to set the time but once i got the pin out it was a snap to adjust the date and time. all in all an excellent watch for a great price! ",positive
" i've only had this watch for about a week so can't really comment about the long term durability. however it is ultra cool watch. although i've not got a scale handy at the moment but it seems to be lighter than my ipod nano. really a featherweight watch and therefore very comfortable to wear. the dial color really can't be adaquately captured in a picture. it is very attractive much more striking than the image indicates. several people have asked where i purchased it. i'm very happy with this choice ",positive
" this skagen watch is full of class yet it's perfect for casual wear too. very thin so it's not clunky like a lot of other watches. titanium black... and the band is black metal as well. had to bend the clasp a bit to get it to hold but now it's perfect. and because it's not an expansion braclet it's very easy to adjust the band to fit your wrist. i hope to have this for years to come because i've not seen anything like it. and the price is right too ",positive
" this watch is so light and thin but so good-looking that even my husband who doesn't like watches weighing him down wears it every day. after three months i don't see any wearing away of the band and the face seems to really resist scratching because it still looks perfect ",positive
" the watch is everything i hoped for except i wish the blue dial was a little brighter blue. handsome as is just not impressive or eye catching. other than that minor complaint it is very slim and very comfortable to wear. you don't even feel it on your arm ",positive
" don't buy this watch unless you want it (and your good taste) to be admired. it's just beautiful sort of like man-jewelry for guys that don't wear jewelry. but i plan to wear it only when i wear certain clothing to certain events. i have other watches for other situations ",positive
" i loved this watch the moment i put it on at macy's. i get home to see if i could maybe get a better deal than $135. as always amazon comes through yet again with a price of $69 plus i don't pay sales tax on it. sold! if you've not seen this watch in person the pictures definitely do not do it justice ",positive
" this watch is for occasions only. you wear this one to weddings dance parties and or formal occassions. 1 you don't bring this to a fishing camp or use it climbing a rock face. 2 it's not a chonographic face so not for military so its not roughed enough to take out into the wilderness to go romping through with your m2a1 rifles. its sole perpuse is to get stares and look pretty on occasions like birthday events. let your girlfriends buy it for you guys. i bought it because it was titanium mesh not because of it's latching method. again its almost 18th century... it's 21 century material used in place of a 18th century design ",positive
" great looking watch... looks just like the photo if not better. very pleased with the quality and for a very affordable price ",positive
" i had been looking at the skagen watches for six months and could not find any sales. they are priced around $110. when i saw this particular model for $69 i was excited. i read some other reviews on other watches and was cautious when some said that they purchased watches that were not in boxes and had no instructions. this watch arrived three days after i ordered it and was in a beautiful box just like i had bought at the store. it was brand new and i love it. i especially love it when i get something new on sale and a great deal. amazon is a great place to order. i get merchandise very quickly and at a great price ",positive
" this necklace turned out to be a fantastic gift. she wears it everyday with every outfit. it looks great with jeans and a t-shirt and with an extravagent dress. ",positive
" this is a perfect anytime gift. i bought this for my gf for xmas and she loved it. we have only been dating for 6 months i did not want to get anything that was over the top. perfect for any occasion. she'll love it. this will wow her but not worry her to think you are rushing anything plus it's under 100. can't beat the price. thanks amazon ",positive
" i wore the phoenix necklace at my first trip to the magic castle where i got compliments from the waiter and some of the magician ",positive
" i came across this looking for angel pendants. i bought this one and the matching earrings. i absolutely love this pendant! wear it all the time and always get compliments on it. you can wear it year round! one of the earrings fell out of my ear the first time i wore it! wouldn't recommend those! but this winged pendants is beautiful ",positive
" i was pleased with this item. my only criticism is that it is smaller than it appears in the pictures so i was decieved. i was hoping for a larger pendant.. however my wife really likes it and it came with a nice little velvetine bag in which to store it.... ",positive
" i love this pendant every time i wear it people want to know where i got it back in the 70's we bought items that reminded us of the eagles and lynn skynn's free bird. so when i wear it it reminds me of the good old days. yeah i know it's a pheonix but whn i bought it was called an eagle.(ebay ",positive
" i had the pendant in 3 days insted of 3 weeks! and that from the us to the netherlands. many thanks for that. the pendant itself is perfect very detaild and it looks great. ",positive
" my girls love them. the face of the watch is clear and easy to see. they also like that it lights up ",positive
" these watches are just as cute as they look in the ad. this is 1 of 3 i bought for christmas. all 3 girls really like them. no one has had any trouble with them ",positive
" i had an issue with my ring not being delivered in a timely matter. i got in touch with the company and they had a new one delivered to me the next day. the person i dealt with was very professional and i would definitely buy from this company again ",positive
" i bought this for my wife for valentines day and she was elated. she said they were the perfect size and weight. when she's happy i'm happy ",positive
" these earrings are perfect! perfect in size color and weight. they're not much bigger then a quater and very light in a beautiful white gold shine. yes the post are thicker then most but after a few days you get use to them. i had a pair like these that were given to me as a gift and i lost one. when i found these on amazon i wasn't sure how much they would be like my other. they are a perfect match and my old pair was at least 7-8 years old. if you want a perfect hoop that is good for day or night these are the ones ",positive
" i was hoping that they were a little larger in size and not as thick. however i think it's a decent buy for only $30.00 i bought this as a stocking stuffer for my girlfriend. it comes packaged in a beautiful velvet blue box thats almost big enough to fit a watch. very clean presentation when you open it up. the white gold really shines. the free shipping was fast...and i do mean quick. i ordered this late at night and it arived the very next day. i've never had a quicker shipment for free before. if your looking for a great deal on white gold earings i think you've found it ",positive
" the picture for this pendant is deceiving; it is a lot smaller than it appears. i know the dimensions were given but the picture gives one the impression that it is bigger than it really is. nevertheless my wife likes it very much and that's good enough for me. the price was right at $18.00 so overall i think it was a good buy. ",positive
" being part irish and born 3 days after st patricks day hence my name i was lucky enough to find this item at amazon.com and it is a top class item with a good finish. the ring seems to keep it's shine with no maintanence required. as usual the service and delivery at amazon.com is second to none. as an american living in australia there are so many things i can't get in this country which is why i get things like jewelry from them. couldn't be happier with this ring ",positive
" my cousin is pleased with this gift and began wearing as soon as she got it ",positive
" i bought these for my sister for christmas and she absolutlely loved them ",positive
" i was pleased when i received my earrings however they're smaller in reality than what's pictured on the website.but they're still pretty ",positive
" very lovely for a good price and came less then a week after i ordered it with standard mail. was very impresse ",positive
" jewelry&watches live well... you'll be always in a high spirit if you purchase this bracelet. it's a really good gift for your friends ",positive
" the bracelet looks more expensive than it is. i like wearing it ",positive
" although i've only had it a few weeks i have had many compliments and questions on where i got it. it is detailed and solid with a great message. would recommend it ",positive
" loving the look of the rolex daytona i spotted this watch on amazon and just had to have one (at the price). arrived in a well padded display box with all parts of the watch and strap covered in a protective plastic - so no scratches. taking out a few links for that custom fit just took a couple of minutes. the watch looks great - better than the images on the web - and it works as described. other posters that have had issues should read the manual! it does all of the chrono functions and has full adjustments for hand alignment etc. - fantastic ",positive
" the watch looks and feels great. i did a lot of looking around before i decided on this watch and i'm very happy with my choice! i would recommend this watch to anyone who is in the market for a very good watch at an even better price. well done invicta and amazon on a great product ",positive
" i sent this watch to my five-year old grandson as his birthday gift. he was very proud wearing it because the second hand had a soccer ball on it and the strap did not need adjusting. besides he started playing soccer at that time. ",positive
" i am not much for this watch but it is exactly what i paid for. i knew it wasn't going to excite me becasue it's a kids watch. it's ok for a kids watch ",positive
" i am the type of person who has to have a watch on; i feel lost without it. therefore my watch has to be something that i can wear every day. but i also wanted something that can go with a dressier outfit. and this watch is wonderful. i've heard that skagen is a good brand and it's true. it's very lightweight beautiful (i love the little crystals at each number) and durable. great buy ",positive
" - price point was excellent - product quality is really good - shipped on time - was priced 50% compared to dillard's locally and no taxes no shipping fees: ",positive
" i bought this for almost 50% less than it sells in the local department store and am happy with my purchase. the only trouble i have had is with the clasp. it is a little tricky and you have to make sure that is catches correctly. i found my watch on the floor recently because the clasp came open ",positive
" it's not the most expensive watch but it doesn't have to be. it's a looker of a watch. classyclean and sharp looking. mesh band on the wrist (any- i have a skagen also) is most comfortable and easy to use and sure locking. terrific buy & price ",positive
" the watch is extremely reliable. i've had it three years and it's never lost time and is running on the original battery. i wear it every day so it takes a lot of abuse. it's simple design is elegant enough for me to wear to work or out for a casual evening but casual enough for me to wear on weekends. the mesh band is the most comfortable band you will ever wear you don't even feel it against your skin. i have a two-tone movado and i far prefer my $89 skagen to my $900 movado. my skagen is also easy to read the time. i just love it more than i can say. i own numerous watches many from switzerland. but the skagen is the king of my lifetime watch collection. simplicity as its very best ",positive
" this watch is great looks great and feels great. the hands clicking sound is almost none! overall nice watch very happy with it. ",positive
" i've purchased this watch from mid-watch company- as you can see it's a fab casual watch and is worth the price. the service was great and on time and i am very pleased with this purchase. thank you ",positive
" the learning curve on this watch if you use it for fishing may take some time. the moon phase is nice to know about and the sunrise and sunset is pretty cool too but i didn't give this watch 5 stars because for the money it didn't give me the one option i used more than any other on previous cheaper watches a timer. this one has the stopwatch but there is no timer you can set for say 10 or 15 minutes. it keeps great time so far but that's typical of casio. the backlight is very bright enough so that you can almost use it as a flashlight and the option on this model where you can set it for the backlight to come on everytime you hold your arm a certain way is cool. if you're looking for a good water proof timepiece and you don't really care about the timer issue this is the one. and yeah i'm vain about what it looks like on my arm; it looks manly and cool ",positive
" my son loves his new timex watch. it has an elastic band that is easy for him to slip on and off. he wears it every day and he is getting so much better at telling time! if you push a button the face lights up. my son enjoys using this to tell time in the dark ",positive
" i bought this for my boyfriend. he absolutely loves this product. it holds his money in the clipper and his credit cards on the opposite side. it's beautiful silver and looks very professional. ",positive
" i bought this watch for my bf on v-day i ordered it on 2/10 and the order was here online fast shipping and item was in good shape. will do business again in the future. ",positive
" the fossil watch bentley gunmetal it is an excellent purchase because it is a watch of high quality and to a good price. if they want to have a quality watch and that it likes the people who know they do not doubt in buying it ",positive
" apart of great look and seem durability it is strange feature in such kind of dial. you have chronograph but you do not have idea where it stops. 23 or 26 seconds? difficult to find out with such a dial.. ",positive
" i really like this watch. looks nice and has all the features i wanted ",positive
" i received this watch from santa and boy did he do a good job. i love it! it is a very nice watch and it has handle the russle and tussle of a single-mom's life without much marks. can't beat the price. ",positive
" even if you are not buy this watch. i am a nurse much like many of the other reviewers. in fact i bought it due to their reviews. it is a fantastic watch. easy to read has an illumination option and a handy date feature. the only trouble i have is the size of the band (too long). i will take it to a jeweler to take a few links out however the directions for doing this yourself make it looks easy (it's not). don't even bother looking for another watch this one is a steal ",positive
" the wife has a hard time with watches and this one has made her very happy ",positive
" i was a little surprised at the size and weight of this watch its almost 0.5in thick and the bezel is a full 1.5in across so the case is a bit bigger than that. the mineral glass crystal seems substantial and durable but the clarity is just average. in addition to having glow-in-the-dark markings (which don't work too well) on the hands and dial-markers it also has an indiglo style back-light (which does work well). the bezel only rotates counter-clockwise and it seems very tight at first. overall it's a decent everyday watch. ",positive
" the styling on this watch is very nice. the silver and the grey colors look really good. the lightweight titanium is great and the size is just right. now for what i don't like about it...first after purchasing online i took it to a jewelry store to have a couple of links taken out...i'm out $15 for that. the the clasp pin has broken twice another $20 for repair. and the watch is loud. when i'm driving to work or am sitting in the office and everything is quiet i can hear the ticking....i don't guess that should bother me..but it does ",positive
" the watch is very lightwieght and is scratch resistant so far! i wear it at work everyday and its holding up great! enjoy the watch and always buy from amazon ",positive
" i bought this watch because i wanted something inexpensive but still professional looking. i like the lightness of the watch the thin size and the simple design. it does make an audible ticking sound that is louder than i would like but still not very noticeable. if you haven't seen other comments about getting the watch sized pay attention. i took it to a professional jewelry repair shop and they still couldn't remove some extra links without leaving some minor scratches. i would recommend having any size adjustments done by a professional jeweler who has been selling this brand of watch for a while. the jeweler i went to has a good reputation but does not sell skagen. ",positive
" exceptional value in a classy and understated design. keeps time in a superior fashion highly recommended ",positive
" the casio g-shock atomic solar watch #gw1400da-4av is sort of middle of the road in terms of price (i paid $99). it's not cheap but it's not too expensive either. the display diameter is not large but it is a thick tough-looking watch (a real man's watch... :) ). it's also on the heavy side. so if you're looking for an elegant thin watch look somewhere else. when i first got it the power source was at 50% charge. after leaving the watch on my desk facing up towards a desk fluorescent lamp that was left on the charge reached 100% the next day. the solar cell seems to be working. the time is accurate too. i checked it against the computer time (which also gets synched everyday). it comes with a small manual (with very small text) but i found that there's really no need to use the manual at all initially. it works right out of the box and all the factory settings were correct. (the manual will come in useful when you have some time on your hands to browse through it to get a clearer idea of all the available features.) the watch's steel wristband was much too large for me and i had to shorten it (removed 4 links actually). i used a swiss army knife blade to accomplish the task. the knife tip has to be strong enough to apply pressure to the spring loaded rod that holds the links together but small to get into the small area between the wrist band metal links (watch for the arrows: these tell you where to apply the pressure). you need to push down on the ridges of the rod and out (away from you). (down so that you can make the rod shorter and out so that when the rod is shortened the wrist band link will pop out). i did accidentally scratch the band but it wasn't too bad since the scratch was on the inside. (it's easy enough to shorten the wristband and almost everyone who gets this watch will have to do this.) be careful not to slice your finger open. always turn the blade away from your finger when applying the pressure. overall i give it 2 thumbs up for looks and functionality. (note: this watch is sold by multiple vendors on amazon. you should check for the one that has the best price. when i bought it i wasn't aware of this but found out later a little too late) ",positive
" as other people have pointed out this is a very solid watch. i really am not afraid of it breaking if it falls or anything like that. however this is partly due to its enormous thickness. it's not that the diameter of the watch is surprisingly large - it's how thick it is. if you have a small wrist this watch is probably not for you as it will be very noticeable. it's also not especially light obviously but it feels comfortable enough. it keeps excellent time and i've had no problems with the automatic signal searching ",positive
" this watch is great. it recharges itself self adjusts with the atomic clock world time auto lighting etc... just to mention a few features. as this is from the g shock series it is really sturdy and scratch/water/weather/heat/shock resistant! it has both the digital and the analog hand to view the time(whichever is convenient). this synchronizes with the atomic clock(time and the daylight savings) which means you need not adjust the time. another interesting feature is that if you tilt your hand in the dark towards you then the watch lights up showing you the time! there are a few cons. there is no seconds hand on it(but there is a digital second indicator). this watch is slightly heavy and huge. but after a few months you get adjusted to it. you need to go through the manual as there are so many features and you have only four buttons ",positive
" this is a very nice affordable watch. i like not having to replace batteries and knowing that it will always be accurate. people who own $1000+ watches ask me about it a lot. when i tell them that it is solar powered and automatically synchronizes with an atomic clock every night and that i only paid $60 for it while on sale from amazon they immediately tell me that they paid too much for their expensive inferior watches ",positive
" it's a very stylish watch and i get compliments on it all the time but the display for the functions like stopwatch alarm and date display are small and hard to see. also the date is off and i haven't been able to properly set it ",positive
" i bought this watch as a gift for a friend who requested this exact one. he loves it. personally the lights that come on and off far too frequently for no reason would be a little too much for me. it is certainly the largest wrist watch i have come across but if this is what you're looking for and knowing that it is a g-shock which makes it a great watch this is the one for you ",positive
" this watch does a lot in a large light case. i was impressed when it set itself during the recent time change. very nice ",positive
" the watch is an excellent timekeeper. automatic calibration really works (although some reviews i'd read indicate otherwise). i like the dial features (changes to dst calendar knows how many days in a monthetc.) do not though travel with this watch for a while without the instruction book. the four control buttons take some time to figure out and most of them are so rarely used that when you do need the stopwatch or one of the various other options you'll likely need the book (at least i did). also understand that this is a big watch--probably at least twice as thick as the watch you're used to and considerably heavier. it will hang up on a jacket or anything with long sleeves. the g shock though is tougher than a hammer and if you don't mind the bulk i'd recommend it. rlm in iow ",positive
" bought this beautiful necklace for my daughters b-day. she loves it and now other family members want me to get one for them. ",positive
" this is a lovely necklace but the pendant part is smaller than it looks in the picture. very pretty overall ",positive
" i've seen very inconsistant reviews for silver insanity items. i received this necklace for christmas last year and it's pretty nice. generally i always receive a compliment when i wear it. for the price it's worth it. if you're looking for something nicer you're simply going to have to pay more ",positive
" i own many watches including some very expensive ones. such quality & looks for 1/10 of the price ! this watch is classy and the quality is second to none. awesome ! ",positive
" i bought this watch for my husband and he absolutely loves it. he has received many compliments. it is high quality and arrived in perfect condition. it is great as an everyday watch and still nice enough to wear for dressier occasions as well. almost bought the watch at a dept. store but saved $25 using amazon. great product! ",positive
" i recieved this watch for christmas and i'm still blown away looking at it. had to take it to a jewelry shop to remove a link (my wrists are small) because the links are difficult to do themselves but that's probably just for emphasis on quality. it came in a fossil christmas tin very well packaged. i'm very satisfied and recommend it for someone looking for a nice dress watch for their collection ",positive
" baeutiful watch offered at a great price. delivered very quickly. a++ ",positive
" im 14 and i go to school.... i bought this watch because i got a nice allowence and wow the people at school thinks im rich and cool:!!!!! ",positive
" recently i got into a more grown up field (commercial real estate) and decided i had to look the part. i decided i needed a great watch to go with those new brooks brothers suits and got an invicta speedway. at over a little more than a hundred bucks it was the greatest deal of my life. i get compliments on it especially from women almost every single day. several of my older colleagues mistook it for a rolex daytona and flipped when i told them the price. i highly recommend it. furthormore i have found that invicta is an amazing watch company to say the least. around the same time i also bought the 8926 pro diver to use as my casual watch and also get endless compliments. it is amazing that i got both of these watches for less money than a run of the mill seiko or citizen. they will have have my money and compliments for years to come ",positive
" it's a great watch for the price. i think i paid $130 for it. it runs great keeps good time and is probably one of the best watches you can get for the money. high quality work very close in look/feel/weight to a r*lex. we'll have to see how the gold plating wears over time but other than that it's a great watch ",positive
