text,class
" rice paper crumbles off-- possible due to product being very old or improperly stored. disappointing ",negative
" it reminded me of when i got mud in my mouth while playing diggers in the garden as a child! sorry but this wasn't for me i'm affaid. the water just turned black and it tasted 'earthy' ",negative
" i have been drinking green tea for years and love not only the taste but the smell too. when i opened up the box of this tea i thought i was standing over an old ash tray! it's smells horrid and doesn't infuse well into the water. i steeped a table spoon of it for five minutes and the water color barely changed. i highly recommend you not buy this tea. exotic product aside the plain old lipton green tea bags from the grocery store are far better ",negative
" check out the shipping cost! if you buy 1 bag... it's $6.50 just to ship it to you.. so that's a total of nearly 10 bucks! i suggest you go to a health food store and buy it and get it for much much cheaper ",negative
" when i ordered this mre item i expected it to be precisely the same and equal to government-dictated real mre's being utilized by the u.s. military. this is not the case. this product is sopakco's version of whatever they choose to produce & distribute. i find this false and misleading advertising and can only imagine the millions of suckers like me who have been caught up in this trickery. i expected the real thing and received a fake. very disgusted. feel very used. nuts! ",negative
" these can be had for $59-$69 a case elsewhere. shop around this vendor is overpriced. ",negative
" i was shopping the internet for this product and the price asked here is the highest i found! the sopakco mres are the real deal for easy high-quality emergency food supplies but you can get them for a much better price elsewhere ",negative
" hey i know a way you can get these practically free of charge yeah you guessed it join the service! but really mre's may have come a long way from the civil war days of hard tack but they still have a long way to go before i'd actually want to eat them over a conventionally cooked meal. i guess it's good for emergencies though or to act like a soldier on a camping trip ",negative
" i waited and waited for an order from jd foods to come for a xmas gift. even received a notice that the order was placed and correct...only to find out through my own efforts that the product was discontinued. bad communication. will not make that mistake again ",negative
" but just add a little spenda and cream and it is mmm mmm good. i can actually feel a slight boost of energy and think more clearly on the days that i drink this tea. also i haven't had the slightest inkling of a cold or flu. this year has been an especially bad cold and flu season for this area and i have been exposed to all of it but knock on wood i've been the healthiest one in the family and at work (and the only one drinking this stuff). so go figure? there are too many things good about this tea to not try it ",negative
" i like marshmallows i like them plain in hot cocoa and i like them toasted and as a fan of jelly beans i tasted this toasted marshmallow flavored jelly bean from jelly belly and i didn't like this flavor at all. i personally didn't think it really tasted all that much like toasted marshmallows and was just kind of weird tasting ",negative
" this milk is advertised as vanilla milk. but its regular white milk ",negative
" these steaks are only distantly related to real prime rib. they are tasteless (other than being overly salted) have a texture reminiscent of congealed soy protein and look even worse. omaha steaks are at the bottom of the barrel when it comes to mail order meats do yourself a favor and look elsewhere ",negative
" i was very disappointed at quality of this steak. it lacked any flavor taste or texture. omaha steak should review this item ",negative
" the prime rib slices i had were pre-cooked and they are terrible. nothing like what you would expect from a good restaurant or make at home. they lack in both flavor and texture. the remaining slices i have will probably be sliced up and used in tacos ",negative
" my father-in-law received this as a gift. he reports that it is too salty and he's not eating it ",negative
" the cigarettes have no taste. many people in the work place go out for a smoke break. i bought the candy cigarettes so the non-smokers could go out for a break also - the cigarettes have no taste at all ",negative
" i was looking for a mulled cider mix but passed on this product because the website did not list the ingredients. could be a nice product but i was looking for something without sugar and who could tell?? ",negative
" i ordered this to give as a gift. i rec'd the package opened it up and it was completely the wrong thing. haribo had mislabled the box and what i rec'd was 5 lbs. of sugar coated gummy apples instead. i was very diappointed although amazon was very understanding and refunded me the total amount. i hesitate to order this item again ",negative
" it's unfortunate that all imported thai teas seem to have artificial food coloring and it was a nice idea for thai kitchen to try and come up with an all-natural analog. however this tastes nothing like real thai tea. they need to take this one back to the test kitchen ",negative
" i picked up a 1 oz tin of same brand for 14.99 in dallas are ",negative
" i'm giving only one star because this item costs more to ship than to buy!!! was charged $5.75 for shipping. this is a total rip off. dean & deluca should reconsider using a more economical shipping method. i hope this product is worth five stars taste-wise. ",negative
" i have received no emails from anasuper.......no tracking number..........and extensive delivery estimate....i do not know if i should cancel order.....i am trying to give them a chance to show me their wares. i can understand if this product has special preparation time but i have recieved not one communication nor confirmation. no product information ",negative
" i'll admit it. the first three or so cheetos actually taste pretty good. however each one seems to taste worse for some reason. and then there's the despicable cheeto dust... you get that stuff on your fingers and you're forced to either wipe it on something (gross) or thoroughly lick it off your fingers (gross). i detest snacks with sticky dust crap. this stuff is the worst offender ",negative
" kashmir spinach is the third tasty bite offering i have tried. the look and taste is quite unappealing. we would not consider buying it again. we had high hopes based on how much we loved other tasty bite items we tried but no luck with this one. i encourage you to try agra peas or jaipur vegetables instead two tasty bite items that are really fantastic ",negative
" this has the overwhelming acidic taste that is characteristic of canned spinach that frozen and fresh don't have. if you know what i'm talking about and like that taste then this is ok but for us it's inedible ",negative
" the description for this item is not accurate. i bought the freeze deied raspberries and stawberries from this same company and they are great. however these are dehydrated which means 2 important things: - texture: these are very hard and do not soften if left in milk or water. don't think about adding these to cereal only for trail mix or eating out of hand. - saturated fat: the second ingredient is coconut oil! one 2oz. serving has 190 calories 19 grams of fat and 16 grams of saturated fat. you're better off eating cheetos. these are extremely unhealthy and don't even taste that great. there is (unsurprisingly) and oily aftertaste. buyer beware. stick to purely freeze dried fruits - nothing is added and they are healthy ",negative
" the description says thick and creamy. try watery and icky. just trying the figure out what to do with the other 3 cans. spent alot hoping to find rice pudding like kraft and thank-you...very disappointed ",negative
" don't get me wrong -- i'm not some nut job who thinks this stuff will give you cancer due to lack of testing. i'm just really miffed at the fact that splenda has plenty of carbohydrates in it -- 24 grams per cup!! they get away with this by setting their serving size to 1 tsp which is 0.5g. would you believe that in 0.5g of product there is less than one gram of carbohydrate!? no way!! the sweetener sucralose is not a carbohydrate but since it's 600x as sweet as sugar they need to bulk it up to make it measure like sugar. but all the maltodextrin they use for filler is carbohydrates. this could really screw up somebody on atkins' induction phase. for example the day before i learned this i made some kool-aid with splenda. i didn't know that in 2 quarts i was drinking down 24 carbs! what to do? find somebody online who sells liquid sucralose. they use water as the filler it's super-concentrated still and it truly has 0 carbs. i look forward to the day when mcneil nutritionals meets the demand for zero-carb splenda. (that's 0.0g not 0.49g! ",negative
" well i guess i'm the fly in this reviewer ointment but dave's is the only hotsauce that i won't buy. it has a synthetic quality to it and a flavor that is almost non-existent. this is due to its being made directly from capsaicin extract as opposed to actual peppers. it offers a nuclear level of heat that seems to be a recipe for ulcers in my opinion. according to wikipedia its scoville heat (fire) index rates out 50000 units which can be contrasted with tobasco's 2500 to 5000 rating. who needs that much heat? not me or most human beings. this stuff is lethal. no thanks. ",negative
" i ordered what i thought was matcha tea powder. a comment on the page said it was slightly sweetened no specific nutritional info was available when looking to order. on the info when the tea arrived was a calorie count of 393cal/serving and ingredients which include corn syrup solids and partial hydrogenated oils. not what i was expecting from a green tea powder. would not recommend ",negative
" the sweet taste was excessive and unpleasant. i thought it was not fresh tasting. the picture is deceiving because each fruit is cut in half and you get the top half only. other marzipan is the entire round shape of the fruit. i am glad that i only bought the small size since i ended up throwing this purchase in the trash ",negative
" half of the product came with mold growing on it. the other half tasted so artifical that we just threw it out ",negative
" regardless of the even heating advertisement. this pan is a very thin carbon steel and produces very uneven heating even using low/medium heat. it rusted even after seasoning before the first use. got one use out of it ",negative
" imagine giving a fairly expensive gift and no one knows you gave it. that's what happened with this one. completed the order wrote a nice note and the note never arrived. maybe i should be greatful they actually sent the product. omaha steaks is off my vendor list. ",negative
" i expected something better from godiva chocolatier. i am a big fan of both chocolates and coffe but godiva seems to be making coffee that tastes like something in between vanilla and chocolate. i could endure chocolate creme and vanilla hazelnut but this creme brulee coffee is just awful. godiva has to focus on their chocolates. true coffee-lovers/connoisseurs will hate this coffee ",negative
" i was very displeased when i received the feuilles de brick. i had to cater for an important client. all the ingredients ready to be assembled in the feuilles and due to their dryness (the feuilles de brick) i could not bake my desserts ",negative
" i ordered a few boxes of this and i couldn't stomach this. the spices were very off in this type of dish to the point where it made it couldn't stand the taste of it. it had way too much cinnamon. i ended up throwning my other boxes out. i would recommend kohinoor brand over this any day. ",negative
" this product is overpriced. i found 11 oz. bags of this at the local grocery store for $3.49 which is 31.7 cents/oz. this gives $12.22 for the 38.5 oz. bag featured here. and there ordinarily would be a further discount for buying it in a larger size bag. the candy is good but it seems better to look for it in your local store ",negative
" took way too long to be delivered...i wanted it before christmas and didn't get it...over two weeks to delive ",negative
" i thought i would be receiving bread but i thought wrong. rocks i received rocks. and there is no softening them up either. nor do they contain any ham. just hard rocks ",negative
" i've been looking for stella d'oras' round egg biscuits they were a very dry airy kind of cookie they had plain and frosted. i loved the plain ones they were round but had a scallopped edge to them with a hole in the center. i can't find these anywhere and wish i could if anyone knows where to find these please let me know ",negative
" these are thin solid and dark patties that cook up tasteless juiceless and unburgerlike in texture. completely unlike their advertising and unlike the regular beef patties sold at the supermarket. i will never buy omaha steak products again. omaha steaks' customer representatives are very nice however. i wrote to them telling them about my experience and they said i could dump the scary meat and they would credit my card. thank you very much. ",negative
" years ago these really were ground steak burgers with a very special flavor. the most recent shipment i had was tastless with an unusually chewy texture. not recommended ",negative
" these were good burgers...but i did not find anything special about them. i could go to the supermarket near my house and get some ground beef and make my own for a lot less money and they would taste just as good. these are good but not worth the extra money ",negative
" this is delicious but packed with msg which is very bad for you. take care ",negative
" while the product is what i wanted the shipping was too late. the original shipping indicated that i should have received my pepper in time but the shipper got the product to ups late therefore i didn't get to use the pepper in the recipe and now i'll have to wait for another time to use it ",negative
" when mixed as directed had a weak chai taste and no color. would not buy agai ",negative
" these donuts were much heavier than typical donuts and sat at the bottom of my stomach. also the cream was a bit tasteless ",negative
" i placed an order for these beans on march 4th. on the 14th march i did not receive them as yet. since the occasion that i needed them for has passed i sent an email to jr to find out the problem. when he said they were not shipped as yet i send 2 e-mails requesting cancellation-i sent 2 to make sure they got it and stopped the mailing of my item! he responded very hastily as used sarcastic comments in his reply.the tone of his reply made me feel as if i did not know anything!! i am very disappointed with this whole ordeal! ",negative
" this cocoa is gritty and has a bitter taste. the dark chocolate mint is particularly bitter. we don't care for the chocolate raspberry and chocolate vanilla flavors either. the chocolate supreme flavor is sweeter and tastier than the other flavors but the child in our family still remarked that his cocoa tasted strange. there are many non-gourmet commercial mixes that are smoother more palatable and less expensive than this gourmet brand. we won't buy this cocoa again. this gift box selection is very handsomely packaged and looks great in holiday gift baskets. but the cocoa fails the taste test. ",negative
" as i said above the vanilla you'll get is artificial; it's vanillin not the way more expensive vanilla being advertised. personally i don't care for vanillin because it tastes harsh and chemical-laden to me. this stuff tastes no different than the fake vanilla at the supermarket and i didn't have to trouble my poor mailman into delivering it ",negative
" the product that i received is partly vanillin an artificial vanilla. i expected to get pure mexican vanilla. naturally i was disappointed ",negative
" these were just awful! we tried to give them away but after one taste not one person liked them. i wish i could explain the flavor so anyone reading this could decide but there is nothing to describe it. we ended up throwing them out ",negative
" this is what happens when starbucks destroys a good brand to elevate its lousy brand. this blend is undrinkable. save your money and buy a supermarket brand. ",negative
" the coffee came in a timely manner and is quite tasty. however i bought 6 bags and didn't get my free bag (buy 5 and get 1 free ",negative
" not very exciting...cake part actually tasted a bit stale. they just didn't seem very special...sorta like commercial snake cakes. at 50 cents a cake/bite not worth it. at least they were pretty ",negative
" didn't like this product at all. nothing like the popcorn salt of my youth! thought it would bring back fond memories....alas it created bad memories and left a nasty taste in my mouth!!! oh well....the search continues........ ",negative
" when i purchased the candy bar i thought i was i was buying the real cadbury from england but to my mistake it turned out to be the same candy i can buy in any store. can you belive i had it shiped to my house ",negative
" i am only giving this product such a low rating because of the shipping. the product costs $29.95 and shipping is $22.49 ... doubling the cost! this is the product we used to flavor the popcorn in the movie theater i worked in during high school. i adore it ",negative
" when i received the item the box was busted open and all the cookies in both packages were crushed up. one of the packages was open and leaking cookies dust all over my car when i pulled it out of the mailing box. on top of that the one or two cookies that were salvaged were stale! ill never order anything from this company again!!! my entire $11.00 went down the tubes. what a waste!!! ",negative
" beware----the cadbury from netgrocer's is not the creamy uk cadbury. it the hershey cadbury from the us. the difference between the two is like the difference between a miller and a fresh guiness ",negative
" paying 25% for shipping and handeling was a bit much. ",negative
" i couldn't believe the price for these berries and they're a third of the size they should be. i'll stick to buying mine from the local asian foods grocery at $3.25 a pound ",negative
" fun idea.. really really fun idea. however i gave each of my teenagers (11 & 14) a reindeer jelly bean candy pooper. it was some task for the kids (and the rest of the family) to get the dam things out of the packaging w/o breaking them. the first one lost it's rear legs before getting all the way out of the package. woof! the second one stay together long enough to see the new year. tip use a razor blade and be careful of the legs ",negative
" this italian gift basketcaptures the feeling of italyat it best...when you send this to family or friendsthey will definitlyfeel the love and warmthof italyand is sure to please...5 star recommended.. ",positive
" my husband is a big fan of this instant tea and always claims that it got rid of his cold/sickness right away. i have always thought that he exaggerated it until i was so cold and feeling really sick after a 2 hr working outdoor in the cold. the first thing i did after i came home was making a cup of hot ginger instant tea (which take me about 5 sec) and drank it right way. i have to admit it is like a miracle! my nose almost stopped running right away. my headache was also so much better. i could feel the warmth running down and really warmed up my whole body. the tea is very pleasant not too spicy and not too sweet either. it is extremely tasty. i highly recommend this tea to anyone who need to go out a lot or use it to guard you from winter sickness ",positive
" i have been suffering from nausea for about six months now and have tried it all. i decided to order your chews and some crystalized ginger and it works. i finally figured out it was my gallbladder and soon i will be nauseous free but thank goodness for my ginger chews. ",positive
" this has a wonderfully intense ginger flavor without managing to be overwhelming. i cannot speak about its effectiveness in combatting motion sickness though it did do a good job settling an upset stomach. that being said whatever ends up getting you interested in this product whether it be the flavor or the other properties of ginger this is definitely a candy you will want in your candy dish desk etc. my only suggestion is to buy more than one at a time because the flavor is so good that you will go through these rather quickly ",positive
" i love this product. it is not super sweet like american sweets but just right. it tastes like drinking green tea iced tea. very refreshing with only one. these japanese foods are high on flavor and it makes it so easy to eat just a few. i am dieting so i like something i am not prone to over eat. they do have hydrogenated oils so that is not good but i hear there is something about possibly getting it out. another interesting ingredient was shea great for lotion and a nut butter that tastes good too i know now. very good refreshing after meal taste. one is even satisfiying and i mean one stick. not one individual pack. they come in small packs so they are easy to take on the go. enjoy ",positive
" yummy green tea pocky!!!!! just make sure you purchase this in the fall/winter months otherwise it'll melt in the mail. i would've given this 5 stars had the pocky not melted together into a lump ",positive
" i love green tea pocky. it's flavour is indescribable! it's sweet yet light. you can only eat a few though before it's enough for ya. i'd suggest that everyone try these they're that good. :d also the strawberry pocky with little chunks on them are awesome too. ^_^ try them ",positive
" obviously the cheese is sent in a cooler box to keep it fresh and ready to be consumed by the customer dillon you idiot! who the hell gives a piece of cheese as a gift what a dope! i would rather have packaging that protects and saves my investment rather than looks pretty and dillon the moron talks about french cheese my last name is ouellette you cant get more french than that dumbass ",positive
" the service from igourmet is impeccable everything arrived in perfect condition i.e. ripe (and therefore stinky just like it should be!!) the styrofoam packaging was the perfect vessel for delivery; the cheese arrived alive from not being over chilled. i have not had cheese of this quality outside france and this is the first time i have found perfect cheese in the us. if you like top quality stinky cheese this is for you........ ",positive
" when most of reviewers praise other pocky this is really so much better: it is more slender with richer chocolate. it actually has more sticks than almost all other pocky types. the chocolate is slightly bitter than the red chocolate pocky but no too much. very balanced. if you love chocolate this is definitly better... worth trying ",positive
" as it say so astutely on box of glowing color this yum-yum pocky is for men only. it not good or happy for womens to consume. do not dare to ask why for that journey will not be pleasant. only accept and then you will see the joys of pocky. this pocky for men. get other pocky for womens. then two can be most happiness in joy of whirlwinds ",positive
" my mother lives in a rural part of the country in ohio (she is a native of thailand) anyway being in a small town it is not easy to find thai anything this makes it so easy to send a little taste of home to her at her front door. prompt shipping and packing ",positive
" this curry assortment is a great way to sample different curries at a very affordable price and curry pastes are a very quick and easy way to spice up almost any dish ",positive
" this is beyond a doubt a must try sampler that goes beyond what you are likely to find in any gourment shop. from the sweet to the sharp a tasty treat for any cheese lover or for the curious ",positive
" fast and easy communication. great customer service and most importantly - great authentic selection of cheeses. after tasting this one i've immediately went on to try more and could hardly resist all the quality selection they've provided. highly recommend! ",positive
" i was expecting a good thing after all the positive reviews. it was even better than i'd hoped. the first container was entirely devoted to fluffer nutters. i had to fight my boyfriend for the second container and he could eat the real stuff if he wanted! once i was down to just a little fluff stuck to the sides of the container i used strawberries (alright and the occasional finger) to scrape the last of it out. a great product is one thing but this company has great customer service too. i called the store because i had a question about another one of their products. they were extraordinarily helpful and friendly. even though they were very busy i wasn't rushed off the phone. they treated me like my business mattered a great deal to them. this is a rare thing to find in today's corporate landscape where the customer is treated like the most unimportant cog in the machine ",positive
" 10 stars! i haven't had a fluffernutter since i became a diabetic which was about 40 years ago. this stuff is too good to be true...no aftertaste great consistency.. ",positive
" yes! yes! yes! this marshmallow cream is amazing. i'm diabetic with an enormous sweet tooth and this stuff is a g-dsend. sooo yummy and sweet without that weird cloying aftertaste or mouthfeel. just marshmallow goodness. i'm sure as other reviewers have suggested it has many uses. maybe i'll discover some of them with my next batch; the first batch got eaten plain -- it was *that* good. (i am thinking of bringing it camping so that when the rest of the family has their s'mores around the campfire i can make a little tin foil packet of my own with this chocolate and graham crackers and rest it in the coals. how good would that be?! ",positive
" i have to say growing up my marshmallow cream always came out of a jar so half way through the jar you'd have to put your hand inside and get it all sticky. now with this tub with a wide mouth my hands aren't sticky. plus because it has no carbs or sugar i can eat more straight then i ever could... without having to worry as much either ",positive
" if you have to avoid sugar and miss marshmallow life is good again. this marshmallow is delicious has the perfect consistency and lasts and lasts. hot chocolate fluffer butter sandwiches home made sugar free rocky road ice cream - you can have it all now!!! plus the people at a bountiful harvest are wonderful. ",positive
" the title really says it all! i make a point to keep a soup can packed with these next to the pencil cup on my desk. i haven't gotten the two confused yet ",positive
" these are so good my mom buys them all the time. i went to school with them one time and got my ex- friend addicted to them ",positive
" what fun marvel like great fun with honor. it make many question arise at where to buy but now you can find surmises here with most of all in amazon quest. it make good yum-yum with delicacies in terrific super fun of happy times. it even go with most of everything you spontaneously can flamely cook in oven device of your home put right with right away a-ok number one! it go very well very far and good for all. chow down now for the best ",positive
" come on america! what ever happened to trendiness. albiet i got my pocky from a local walmart but geeze! it is so good and has very few sugars for how much chocolate is on each stick. sure it is a tad pricy being at around 88 cents for about 14 pocky sticks but once you taste it you never will want to go back to oreos. pocky: the snackfood of the current japan of the future americ ",positive
" i know my gummi's and haribo gummi's are the only ones worth eating! if i can't find this brand at the store it's nothing. a little tip: i buy the 5lb. bag at safeway for under $6! (a much better bargain than here.) they are usually located on the bottom shelf underneath the hanging smaller bags ",positive
" i can't stop eating these babie! they're good companion for watching a movie at home. don't forget to bring some to the office ",positive
" this was a no brainer for my pregnant daughter! when those cravings kicked in she had plenty of treats! also used them for snacks with lunches. buy baggies to sort in individual serving sizes ",positive
" these are the definative gummis by which all others are measured. if you do not love these fine--you do not love gummis. that is all there is to it ",positive
" when i got my gummi bears they were kinda stuck together and kinda hard. but it's still good. ",positive
" these gummis are by far the best; the taste is tart and sweet and the consistency is yes gummy but not sticky. the bears resist the teeth with a pleasant rubbery consistency. and the outside is lightly dusted to prevent sticking together--however they will melt with high temperatures in the texas summer. they are nice mixed in trail mix for hiking by the way. a five pound bag is a lot but if you pack a few every day in the kids' lunch bags they will disappear. they are great for teaching counting too. or getting things done. put a bowl of gummis out and an empty bowl next to it. when one task is done put a gummi in the empty bowl. at the end of your list eat the gummis. yummi ",positive
" i can't stop eating these babie! they're good companion for watching a movie at home. don't forget to bring some to the office ",positive
" the first time i encountered haribo gummi bears was when i went to germany for a semester overseas. i won a bag of these as a classroom prize. at first i thought these were going to be ordinary gummy bears but boy was i wrong. these candies truly are a step above all other gummy bears. in germany this is the brand of gummy bears. competitors' bags are sold at much lower prices but few people buy them - and that's because the difference in quality and taste is noticeable. the other people's reviews regarding sweetness and softness are accurate. haribo has found the perfect combination. during the rest of my stay in germany i became a huge consumer of haribo candies. haribo sells other gummy candies but their gold bears are the best. when i returned to beautiful america i was disappointed to find that haribo is not so easy to acquire. they are sold online at other stores at decent prices but after shipping the cost was quite steep. i am truly excited to see these bears offered on amazon with free super-saver shipping. if you have never had haribo gummi bears you really need to try some. a 5-pound bag seems like a large quantity but i promise you will not be disappointed ",positive
" i can hardly express in words how i feel about these bears. haribo gold-bears are absolutely charming. they're a little taste of heaven. i like them frozen ",positive
" i am a huge black licorice fan however i don't think i'd really experienced black licorice until i had panda black licorice. great intense licorice flavoring extremely addictive. if i open up a box i find it very hard to stop munching until the box is empty! delicious ",positive
" i followed the package instructions and these noodles turned out great! they do have a different texture than carb noodles. they are firmer and more slick. but these noodles taste great! they are more than worth the $2 in order to cut the carbs! i ate them with margarine and garlic salt and i loved them more than regular carb noodles. luckily a local grocery store started selling them so i no longer have to pay the outrageous shipping price (they are refrigerated) ",positive
" i just tried these noodles after reading article in first magazine for women. thought they were great and i only used organic chicken broth with carrots. i am very satisfied with the taste and ask everyone...what are you expecting for a pasta substitute????!!!!just don't be so picky and be grateful there's something to eat thats healthy low carb and low calorie and can be doctored up with all kinds of foods and ideas. happy snackin ",positive
" i was actually anxiously waiting to try these since the reviews were mixed but i am soooooo glad i did try them bec now i am hooked!!!! yes they are a bit expensive when compared to pasta but i think of it as paying some extra bucks to remove some pounds off! i make sure i rinse them really well in cold water right before i boil them for around 5 minutes which removes all the bad smell! i just add some marinara sauce and it is a done deal! i found the texture to be actually good like a firmer version of the ramen noodles! i think these make an excellent snack or meal! ",positive
" i stumbled on these in whole foods and decided to buy a couple of packages. i have never been disappointed with anything i have eaten them with. maybe it's because i am a heck of a cook! :-) this are not pasta they are tofu. if you are looking for something to be negative and skeptical about you will find it. i could eat these noodles with home made spaghetti sauce every single day! go ahead try them for yourself...if you have an open mind you will not be disappointed! also the shipping should not be a bad reflection on the quality/taste of the product it's self. this stuff is great...look for them in a store near you so you won't have to worry about the shipping... ",positive
" i lived in japan for many years & really enjoyed using these noodles in soups stir-fry korean-style cooking etc. if you are looking for pasta these may not exactly match your craving but are nonetheless really versatile! my advice for those who don't like the smell upon opening the package is to drain them sprinkle liberally with salt & rub through with clean hands then rinse in cold water. this is how they prepare them in japan - it removes any odor & they are ready to use ",positive
" i started eating these as a kid and i still love them. i am not asain but i like foods from all over the world. these candies have a little rice paper edible wrapper. while the toys moved to stickers now the candy is still really good. it has a unique flavor and i just cannot get enough of these. they are pretty wholesome for candy. they really are a special treat. i think they are healthier than other candies. i am not sure what american kids of today would think but if they are not used to total junk i think they would like them. these are really special. the taste is really light. they are chewy and sticky so you would not want to give them to really little kids for risk of choaking. i do think they would be healthier than other things and might be nice for a holiday special gift or other special occasion for an older child. someone who is age 5 and up would be perfect ",positive
" this candy is the best and once you have it.. you will always long for it! the candy is wonderful and the rice paper that melts in your mouth is a novelty and delicious. there is a temporary tattoo with these candies. thank you amazon.com for making it easier to find ",positive
" i've been snacking on botan rice candy since i was a little girl. my mom used to pick it up for us every time she visited the asian grocery store. and i still have it a few times a year. this candy is delicious! sweet like honey but not too sweet...chewy like caramel squares but not sticky. and the sticker is sometimes a tattoo- bonus! it's fun ",positive
" if i could survive on pocky and pocky alone i would do it. this is the world's perfect snack food. strawberry is the best of them all though i am partial to the coconut and chocolate flavors too. sweet creamy strawberry-y goodness coats a thin crispy cracker stick making for a one-of-a-kind taste sensation in your mouth. plus one tip is uncoated so you don't even have to get your hands dirty. if you only try one japanese food this is the one. try it you won't be disappointed ",positive
" i like this because it tastes like drinking green iced tea. it has a great taste and is not super sweet. i find it refreshing and cleansing of the palate. unlike the other person i am not addicted but am satisfied with one piece and that is what is great about so many asian candies. if you like green tea i think you will like these. i drink unsweatened tea all the time and this was like drinking it. nice refreshing candy. individually wrapped like many japanese candies and that makes it easy to eat over time ",positive
" my japanese pen pal y. yamamoto just adores strawberry pocky and tells me they're lovely icebreakers in stressful situations. mind you i'm not sure i should believe yohko-chan as she describes these situations many of which involve her flying a space battleship and using time travel in a remarkably casula way but i must admit they're entertaining reading. and the souvenier she sent me from that space hot springs was rather interesting -- although why you would make crocodiles that are just like bananas is completely beyond me. still i want to date her friend ruuan. she looks hot in an amazingly ditzy sort of way.... ",positive
" i think this is a great product. i enjoy the chocolate dip caramel dip and this marshmallow dip with fruit especially strawberries. ",positive
" i eat this on peanut butter toast for breakfast everyday and love it. i think it's a great product. as good as regular marshmallow dip? probably not. but if you want a hint of marshmallow with no calories in one serving. it's good stuff. ",positive
" i don't know what everyone else is talking about! this dip is delicious! i like to put a scoop ontop of some sliced up strawberrys and yummy! the chocolate is only okay but this marshmellow tastes just like the real dip...its not supposed to tasts like marshmellow fluff or anything! highly reccomended from a girl with a sweet tooth ",positive
" wow i thought they stopped making these! when i was younger i used to run up my street to the store just to buy some. they were so sour but so good ",positive
" i found this candy in the 7-eleven in my area two years ago and just loved it i would eat so much my mouth would blister inside....but since last year have searched high and low but cant find it anywhere..can i order it myself and not go to a store....my kids love it as well and have tried other sour candys but none come clos ",positive
" these things are insanely good. i am a lover of sour candy and these are delicious.. very sour and you can either chew them up on suck on them till they're gone ",positive
" i am a mom of four who tries to balance a limited grocery budget with the healthiest food that my family can eat. i keep making more and more changes as i gather more information and products like this become so readily available. anyway i have been concerned about food dyes lately but still wanted my kids to be able to have some kind of a candy treat. i thought i would give these a try. i just got them yesterday. i haven't given any to the kids yet (i am saving them for christmas) but i also didn't want to wait until then and find out from the kids that they were horrible. so i performed my own taste test of three of the flavors and i found them to be delicious. i know the kids will love them! ",positive
" dealing with an allery to corn isn't easy but these lollipops sure make it seem a lot easier. they're wonderfully flavored organic and made by a company who honestly cares about its customers. these are a great find and a staple of my house. they're just awesome its hard to believe they're corn-free ",positive
" my friend told me how she loves these yummyearth lollipops so i bought a bag to share at work. everyone loves them like crazy and we're almost done with them in just a few days. really packed with great flavor. different than other candy. very fruity and real tasting not like overly sugary fake flavor of regular candy. just awesome taste. pretty cool too that it's organic ",positive
" glad i got this stuff. nothing bad for you and you can use it creatively to spice up or sweeten up many different foods. tastes almost like the real thing ",positive
" this product is great! i love cinnamon sugar on my toast and bagels but not all the calories. i didn't want to just mix splenda and cinnamon together on my own since i didn't know what ratio to use. i will definitely order this again when the 3 i bought are almost gone ",positive
" i liked these. i was prepared for an awful stench upon opening the package but mine didn't smell at all. i followed the instructions and was pleasantly suprised by the taste and unique (unique = good) texture. these noodles weren't like pasta but they were good. i'll have no problem eating them agian. as a matter of fact i thought they were quite delicious ",positive
" i bought a few bags of these noodles after reading a very favorable review of them on the hungry girl website and i am glad that i did. they work well in a number of different recipes are filling and add a calcium boost to the dishes i use them in for very few calories. these are not pasta type noodles of course - the texture is different (softer and kind of slippery) and they have virtually no flavor of their own - they take on the flavor of whatever sauce or dressing you use with them. i probably won't use these noodles with european-style or american-style sauces such as marinara or cheese sauce - those types of sauces were created for grain-based pastas which these are not. on the other hand these noodles are fine in such asian recipes as pad thai lo mein and dan-dan noodes (basically noodles in a spicy peanut or sesame sauce). there are a lot of asian-style recipes in cookbooks and on the internet which are fairly easy to make taste terrific and work beautifully with these noodles. you can prepare yourself a real treat if you use these noodles in the types of recipes that work well with their texture and for a fraction of the calories you'd eat if using regular noodles or rice. in short if you attempt something like spaghetti with meatballs or chicken cacciatore using these noodles you're likely to be disappointed but if you use them in pad thai any type of curry other asian dishes or most soups you're likely to find yourself enjoying a delicious and wonderfully low-cal low-carb meal. one thing - when you open the bag there is a slight ammonia-like odor (it smells ammonia-like to me anyway). if you rinse the noodles well and then parboil them for a few minutes as per the package directions the odor really does disappear. it is not a strong odor it won't permeate your kitchen or anything like that but you will definitely want to rinse and parboil the noodles before using them. just follow the package directions ",positive
